allocation_transfer_agency,agency_identifier,availability_type_code,beginning_period_of_availa,ending_period_of_availabil,main_account_code,sub_account_code,tas,fiscal_year,period,line,amount
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1000,229
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1021,19
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1029,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1050,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1060,229
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1081,19
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1089,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1099,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,1910,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2002,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2004,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2180,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2190,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2413,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2490,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2500,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2501,496
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,2503,248
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3000,19
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3011,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3041,-19
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3050,0
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3100,19
,69, ,2007,2012,142,0,069-2007-2012- -0142,2017,9,3200,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1000,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,1000,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1000,37938
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,1000,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1000,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1000,645
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1000,431
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1021,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1021,17307
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1021,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1021,162
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1021,225
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1029,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1029,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1029,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1029,0
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1029,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1033,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1033,21
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1050,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,1050,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1050,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,1050,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1050,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1050,828
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1050,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1060,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,1060,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1060,37938
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,1060,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1060,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1060,645
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1060,431
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1081,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1081,17307
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1081,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1081,162
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1081,225
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1089,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1089,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1089,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1089,0
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1089,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1093,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1093,21
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1099,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,1099,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1099,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,1099,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1099,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1099,828
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1099,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,1910,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,1910,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,1910,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,1910,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,1910,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,1910,828
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,1910,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2002,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2002,0
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2002,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2002,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2002,21
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2002,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2004,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2004,0
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2004,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2004,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2004,21
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2004,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2180,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2180,0
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2180,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2180,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2180,42
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2180,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2190,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2190,0
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2190,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2190,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2190,21
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2190,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2413,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,2413,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2413,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2413,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2413,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2413,807
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2413,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2490,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,2490,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2490,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2490,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2490,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2490,807
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2490,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2500,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,2500,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2500,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2500,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2500,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2500,828
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2500,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2501,10426
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,2501,944
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2501,110490
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2501,568
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2501,88
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2501,1656
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2501,1312
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,2503,5213
,69, ,2009,2013,724,0,069-2009-2013- -0724,2017,9,2503,472
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,2503,55245
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,2503,284
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,2503,44
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,2503,807
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,2503,656
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3000,146
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3000,2657612
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3000,16
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3000,45
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3000,2559
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3000,228
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3011,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3011,0
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3011,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3011,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3011,21
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3011,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3020,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3020,-1811403
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3020,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3020,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3020,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3041,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3041,-17307
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3041,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3041,-162
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3041,-225
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3050,146
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3050,828903
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3050,16
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3050,45
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3050,2418
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3050,4
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3100,146
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3100,2657612
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3100,16
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3100,45
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3100,2559
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3100,228
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,3200,146
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,3200,828903
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,3200,16
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,3200,45
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,3200,2418
,69, ,2009,2012,1102,0,069-2009-2012- -1102,2017,9,3200,4
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,4011,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,4011,1811403
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,4011,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4011,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4011,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,4020,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,4020,1811403
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,4020,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4020,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4020,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4033,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4033,-21
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4040,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4040,-21
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4054,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4054,21
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4060,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4060,21
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4070,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4070,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,4080,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,4080,1811403
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,4080,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4080,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4080,-21
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4180,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4180,0
,69, ,2009,2012,504,0,069-2009-2012- -0504,2017,9,4190,0
,69, ,2009,2012,718,0,069-2009-2012- -0718,2017,9,4190,1811403
,69, ,2009,2014,718,0,069-2009-2014- -0718,2017,9,4190,0
,69, ,2009,2012,1133,0,069-2009-2012- -1133,2017,9,4190,0
,69, ,2009,2012,1101,0,069-2009-2012- -1101,2017,9,4190,-21
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1000,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1000,2605
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1000,122
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1000,13958
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1000,1229
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1000,20548
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1000,904
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1000,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1000,500
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1000,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1010,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1011,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1020,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1021,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1021,399
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1021,27
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1021,1184
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1021,38
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1021,1340
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1021,88
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1021,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1021,18
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1021,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1029,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1029,0
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1029,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1029,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1029,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1030,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1030,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1030,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1033,11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1033,13
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1033,27
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1033,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1050,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1050,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1050,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1050,15155
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1050,1293
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1050,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1050,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1050,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1050,518
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1050,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1060,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1060,2605
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1060,122
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1060,13958
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1060,1229
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1060,20548
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1060,904
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1060,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1060,500
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1060,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1070,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1071,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1080,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1081,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1081,399
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1081,27
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1081,1184
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1081,38
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1081,1340
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1081,88
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1081,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1081,18
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1081,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1089,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1089,0
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1089,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1089,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1089,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1090,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1090,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1090,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1093,11
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1093,13
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1093,27
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1093,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1099,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1099,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1099,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1099,15155
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1099,1293
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1099,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1099,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1099,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1099,518
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1099,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1101,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1101,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1101,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1160,0
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1160,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1160,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1700,654
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1700,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1700,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1701,-630
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1701,-16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1701,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1750,24
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1750,-16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1750,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1900,24
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1900,-16
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1900,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1900,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,1910,17
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,1910,3013
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,1910,149
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,1910,15179
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,1910,1278
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,1910,21888
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,1910,992
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,1910,300
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,1910,518
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,1910,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2001,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2001,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2001,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2001,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2002,0
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2002,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2002,25
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2002,27
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2002,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2002,0
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2004,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2004,0
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2004,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2004,25
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2004,27
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2004,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2004,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2004,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2004,0
,69, ,2010,2012,8121,0,069-2010-2012- -8121,2017,9,2004,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2102,24
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2102,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2102,35
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2104,24
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2104,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2104,35
,69, ,2010,2012,1730,0,069-2010-2012- -1730,2017,9,2180,0
,69, ,2010,2012,143,0,069-2010-2012- -0143,2017,9,2180,0
,69, ,2010,2015,142,0,069-2010-2015- -0142,2017,9,2180,0
,69, ,2010,2012,8107,0,069-2010-2012- -8107,2017,9,2180,98
,69, ,2010,2012,8108,0,069-2010-2012- -8108,2017,9,2180,54
,69, ,2010,2012,548,0,069-2010-2012- -0548,2017,9,2180,0
,69, ,2010,2012,1131,0,069-2010-2012- -1131,2017,9,2180,0
,69, ,2010,2012,1401,0,069-2010-2012- -1401,2017,9,2180,0
,69, ,2010,2012,5172,0,069-2010-2012- -5172,2017,9,2180,70
