allocation_transfer_agency,agency_identifier,availability_type_code,beginning_period_of_availa,ending_period_of_availabil,main_account_code,sub_account_code,tas,fiscal_year,period,line,amount
,69,X,0,0,1137,0,069-0000-0000-X-1137,2017,9,2503,35471
,69,X,0,0,1140,0,069-0000-0000-X-1140,2017,9,2503,4818154
,69, ,0,2017,1142,0,069-0000-2017- -1142,2017,9,2503,5000
,69,X,0,0,1142,0,069-0000-0000-X-1142,2017,9,2503,1178
,69,X,0,0,8191,0,069-0000-0000-X-8191,2017,9,2503,0
,69,X,0,0,8350,0,069-0000-0000-X-8350,2017,9,2503,17083223
,69,X,0,0,8003,0,069-0000-0000-X-8003,2017,9,2503,0
,69,X,0,0,104,0,069-0000-0000-X-0104,2017,9,2503,193
,69, ,0,2012,1400,0,069-0000-2012- -1400,2017,9,2503,407
,69, ,0,2013,1400,0,069-0000-2013- -1400,2017,9,2503,126
,69, ,0,2014,1400,0,069-0000-2014- -1400,2017,9,2503,246
,69, ,0,2015,1400,0,069-0000-2015- -1400,2017,9,2503,306
,69, ,0,2016,1400,0,069-0000-2016- -1400,2017,9,2503,94
,69, ,0,2017,1400,0,069-0000-2017- -1400,2017,9,2503,9269
,69, ,0,2012,1401,0,069-0000-2012- -1401,2017,9,2503,307
,69, ,0,2013,1401,0,069-0000-2013- -1401,2017,9,2503,279
,69, ,0,2014,1401,0,069-0000-2014- -1401,2017,9,2503,314
,69, ,0,2015,1401,0,069-0000-2015- -1401,2017,9,2503,264
,69, ,0,2016,1401,0,069-0000-2016- -1401,2017,9,2503,9
,69, ,0,2017,1401,0,069-0000-2017- -1401,2017,9,2503,16490
,69,X,0,0,1401,0,069-0000-0000-X-1401,2017,9,2503,170
,69, ,0,2012,5172,0,069-0000-2012- -5172,2017,9,2503,496
,69, ,0,2013,5172,0,069-0000-2013- -5172,2017,9,2503,440
,69, ,0,2014,5172,0,069-0000-2014- -5172,2017,9,2503,610
,69, ,0,2015,5172,0,069-0000-2015- -5172,2017,9,2503,290
,69, ,0,2016,5172,0,069-0000-2016- -5172,2017,9,2503,60
,69, ,0,2017,5172,0,069-0000-2017- -5172,2017,9,2503,22024
,69,X,0,0,5172,0,069-0000-0000-X-5172,2017,9,2503,342
,69,X,0,0,5282,0,069-0000-0000-X-5282,2017,9,2503,28327
,69, ,0,2012,130,0,069-0000-2012- -0130,2017,9,2503,381
,69, ,0,2013,130,0,069-0000-2013- -0130,2017,9,2503,377
,69, ,0,2014,130,0,069-0000-2014- -0130,2017,9,2503,2948
,69, ,0,2015,130,0,069-0000-2015- -0130,2017,9,2503,629
,69, ,0,2016,130,0,069-0000-2016- -0130,2017,9,2503,1084
,69, ,0,2017,130,0,069-0000-2017- -0130,2017,9,2503,28197
,69,X,0,0,130,0,069-0000-0000-X-0130,2017,9,2503,4907
,69, ,0,2012,301,0,069-0000-2012- -0301,2017,9,2503,238
,69, ,0,2013,301,0,069-0000-2013- -0301,2017,9,2503,52
,69, ,0,2014,301,0,069-0000-2014- -0301,2017,9,2503,400
,69, ,0,2015,301,0,069-0000-2015- -0301,2017,9,2503,137
,69, ,0,2012,1750,0,069-0000-2012- -1750,2017,9,2503,1998
,69, ,0,2013,1750,0,069-0000-2013- -1750,2017,9,2503,1986
,69, ,0,2014,1750,0,069-0000-2014- -1750,2017,9,2503,906
,69, ,0,2015,1750,0,069-0000-2015- -1750,2017,9,2503,960
,69, ,0,2016,1750,0,069-0000-2016- -1750,2017,9,2503,1166
,69, ,0,2017,1750,0,069-0000-2017- -1750,2017,9,2503,48175
,69,X,0,0,1750,0,069-0000-0000-X-1750,2017,9,2503,92617
,69,X,0,0,1770,0,069-0000-0000-X-1770,2017,9,2503,10488
,69,X,0,0,1768,0,069-0000-0000-X-1768,2017,9,2503,30216
,69,X,0,0,1711,0,069-0000-0000-X-1711,2017,9,2503,16880
,69,X,0,0,1710,0,069-0000-0000-X-1710,2017,9,2503,1613
,69,X,0,0,4302,0,069-0000-0000-X-4302,2017,9,2503,48829
,69,X,0,0,5560,0,069-0000-0000-X-5560,2017,9,2503,4079
,69, ,0,2017,1752,0,069-0000-2017- -1752,2017,9,2503,0
,69,X,0,0,1752,0,069-0000-0000-X-1752,2017,9,2503,5000
,69,X,0,0,4304,0,069-0000-0000-X-4304,2017,9,2503,368670
,69,X,0,0,8503,0,069-0000-0000-X-8503,2017,9,2503,6608
,69,X,0,0,8547,0,069-0000-0000-X-8547,2017,9,2503,104
,69, ,0,2012,1730,0,069-0000-2012- -1730,2017,9,2504,565
,69, ,0,2013,1730,0,069-0000-2013- -1730,2017,9,2504,423
,69, ,0,2014,1730,0,069-0000-2014- -1730,2017,9,2504,0
,69, ,0,2017,1730,0,069-0000-2017- -1730,2017,9,2504,4651
,69,X,0,0,1730,0,069-0000-0000-X-1730,2017,9,2504,6844
,69, ,0,2017,102,0,069-0000-2017- -0102,2017,9,2504,3934
,69,X,0,0,102,0,069-0000-0000-X-0102,2017,9,2504,2150
,69,X,0,0,4522,0,069-0000-0000-X-4522,2017,9,2504,299113
,69,X,0,0,142,0,069-0000-0000-X-0142,2017,9,2504,390
,69,X,0,0,4520,0,069-0000-0000-X-4520,2017,9,2504,312806
,69, ,0,2012,1301,0,069-0000-2012- -1301,2017,9,2504,474
,69, ,0,2013,1301,0,069-0000-2013- -1301,2017,9,2504,1203
,69, ,0,2014,1301,0,069-0000-2014- -1301,2017,9,2504,2134
,69, ,0,2015,1301,0,069-0000-2015- -1301,2017,9,2504,1964
,69, ,0,2016,1301,0,069-0000-2016- -1301,2017,9,2504,8490
,69, ,0,2017,1301,0,069-0000-2017- -1301,2017,9,2504,0
,69,X,0,0,1301,0,069-0000-0000-X-1301,2017,9,2504,51004
,69,X,0,0,4562,0,069-0000-0000-X-4562,2017,9,2504,434815
,69,X,0,0,8106,0,069-0000-0000-X-8106,2017,9,2504,3348
,69,X,0,0,8107,0,069-0000-0000-X-8107,2017,9,2504,120756
,69,X,0,0,8108,0,069-0000-0000-X-8108,2017,9,2504,1220
,69,X,0,0,8083,0,069-0000-0000-X-8083,2017,9,2504,621508
,69,X,0,0,8159,0,069-0000-0000-X-8159,2017,9,2504,36921
,69,X,0,0,8016,0,069-0000-0000-X-8016,2017,9,2504,41623
,69, ,0,2012,700,0,069-0000-2012- -0700,2017,9,2504,1
,69, ,0,2013,700,0,069-0000-2013- -0700,2017,9,2504,12
,69, ,0,2014,700,0,069-0000-2014- -0700,2017,9,2504,108
,69, ,0,2015,700,0,069-0000-2015- -0700,2017,9,2504,12
,69, ,0,2017,700,0,069-0000-2017- -0700,2017,9,2504,1000
,69,X,0,0,700,0,069-0000-0000-X-0700,2017,9,2504,0
,69,X,0,0,745,0,069-0000-0000-X-0745,2017,9,2504,2779
,69, ,0,2015,1120,0,069-0000-2015- -1120,2017,9,2504,20
,69, ,0,2016,1120,0,069-0000-2016- -1120,2017,9,2504,88
,69,X,0,0,1120,0,069-0000-0000-X-1120,2017,9,2504,0
,69,X,0,0,1129,0,069-0000-0000-X-1129,2017,9,2504,1757
,69,X,0,0,1134,0,069-0000-0000-X-1134,2017,9,2504,10
,69,X,0,0,1137,0,069-0000-0000-X-1137,2017,9,2504,1803
,69,X,0,0,1140,0,069-0000-0000-X-1140,2017,9,2504,0
,69,X,0,0,4089,0,069-0000-0000-X-4089,2017,9,2504,47162
,69,X,0,0,104,0,069-0000-0000-X-0104,2017,9,2504,4
,69, ,0,2012,1400,0,069-0000-2012- -1400,2017,9,2504,80
,69, ,0,2014,1400,0,069-0000-2014- -1400,2017,9,2504,0
,69, ,0,2015,1400,0,069-0000-2015- -1400,2017,9,2504,0
,69, ,0,2017,1400,0,069-0000-2017- -1400,2017,9,2504,250
,69, ,0,2012,1401,0,069-0000-2012- -1401,2017,9,2504,0
,69, ,0,2016,1401,0,069-0000-2016- -1401,2017,9,2504,0
,69, ,0,2017,1401,0,069-0000-2017- -1401,2017,9,2504,1600
,69,X,0,0,1401,0,069-0000-0000-X-1401,2017,9,2504,1315
,69, ,0,2017,5172,0,069-0000-2017- -5172,2017,9,2504,500
,69,X,0,0,5172,0,069-0000-0000-X-5172,2017,9,2504,500
,69, ,0,2016,130,0,069-0000-2016- -0130,2017,9,2504,41
,69, ,0,2017,130,0,069-0000-2017- -0130,2017,9,2504,360
,69,X,0,0,130,0,069-0000-0000-X-0130,2017,9,2504,816
,69, ,0,2012,1750,0,069-0000-2012- -1750,2017,9,2504,169
,69, ,0,2013,1750,0,069-0000-2013- -1750,2017,9,2504,62
,69, ,0,2014,1750,0,069-0000-2014- -1750,2017,9,2504,77
,69, ,0,2015,1750,0,069-0000-2015- -1750,2017,9,2504,30
,69, ,0,2016,1750,0,069-0000-2016- -1750,2017,9,2504,2190
,69, ,0,2017,1750,0,069-0000-2017- -1750,2017,9,2504,2895
,69,X,0,0,1750,0,069-0000-0000-X-1750,2017,9,2504,23726
,69, ,0,2013,1710,0,069-0000-2013- -1710,2017,9,2504,183
,69, ,0,2014,1710,0,069-0000-2014- -1710,2017,9,2504,3592
,69, ,0,2015,1710,0,069-0000-2015- -1710,2017,9,2504,9571
,69, ,0,2016,1710,0,069-0000-2016- -1710,2017,9,2504,4432
,69, ,0,2017,1710,0,069-0000-2017- -1710,2017,9,2504,42279
,69,X,0,0,1710,0,069-0000-0000-X-1710,2017,9,2504,173730
,69,X,0,0,4303,0,069-0000-0000-X-4303,2017,9,2504,40936
,69,X,0,0,5560,0,069-0000-0000-X-5560,2017,9,2504,364
,69, ,0,2012,1730,0,069-0000-2012- -1730,2017,9,3000,174
,69, ,0,2013,1730,0,069-0000-2013- -1730,2017,9,3000,9
,69, ,0,2014,1730,0,069-0000-2014- -1730,2017,9,3000,78
,69, ,0,2015,1730,0,069-0000-2015- -1730,2017,9,3000,32
,69, ,0,2016,1730,0,069-0000-2016- -1730,2017,9,3000,159
,69,X,0,0,1730,0,069-0000-0000-X-1730,2017,9,3000,3006
,69, ,0,2012,102,0,069-0000-2012- -0102,2017,9,3000,766
,69, ,0,2013,102,0,069-0000-2013- -0102,2017,9,3000,874
,69, ,0,2014,102,0,069-0000-2014- -0102,2017,9,3000,1390
,69, ,0,2015,102,0,069-0000-2015- -0102,2017,9,3000,1326
,69, ,0,2016,102,0,069-0000-2016- -0102,2017,9,3000,12252
,69,X,0,0,102,0,069-0000-0000-X-0102,2017,9,3000,33777
,69,X,0,0,4522,0,069-0000-0000-X-4522,2017,9,3000,157780
,69, ,0,2012,118,0,069-0000-2012- -0118,2017,9,3000,59
,69, ,0,2013,118,0,069-0000-2013- -0118,2017,9,3000,10
,69, ,0,2014,118,0,069-0000-2014- -0118,2017,9,3000,71
,69, ,0,2015,118,0,069-0000-2015- -0118,2017,9,3000,192
,69, ,0,2016,118,0,069-0000-2016- -0118,2017,9,3000,1731
,69,X,0,0,119,0,069-0000-0000-X-0119,2017,9,3000,553
,69,X,0,0,147,0,069-0000-0000-X-0147,2017,9,3000,592
,69,X,0,0,142,0,069-0000-0000-X-0142,2017,9,3000,2694
,69,X,0,0,5423,0,069-0000-0000-X-5423,2017,9,3000,38721
,69,X,0,0,4520,0,069-0000-0000-X-4520,2017,9,3000,50393
,69, ,0,2012,155,0,069-0000-2012- -0155,2017,9,3000,5
,69, ,0,2013,155,0,069-0000-2013- -0155,2017,9,3000,22
,69, ,0,2014,155,0,069-0000-2014- -0155,2017,9,3000,2
,69, ,0,2016,155,0,069-0000-2016- -0155,2017,9,3000,227
,69,X,0,0,8304,0,069-0000-0000-X-8304,2017,9,3000,57489
,69, ,0,2012,1301,0,069-0000-2012- -1301,2017,9,3000,5211
,69, ,0,2013,1301,0,069-0000-2013- -1301,2017,9,3000,25079
,69, ,0,2014,1301,0,069-0000-2014- -1301,2017,9,3000,27155
,69, ,0,2015,1301,0,069-0000-2015- -1301,2017,9,3000,116653
,69, ,0,2016,1301,0,069-0000-2016- -1301,2017,9,3000,1407311
,69,X,0,0,1301,0,069-0000-0000-X-1301,2017,9,3000,33945
,69,X,0,0,1303,0,069-0000-0000-X-1303,2017,9,3000,1
,69,X,0,0,5422,0,069-0000-0000-X-5422,2017,9,3000,1017
,69,X,0,0,4120,0,069-0000-0000-X-4120,2017,9,3000,1360
,69,X,0,0,4562,0,069-0000-0000-X-4562,2017,9,3000,155970
,69,X,0,0,8106,0,069-0000-0000-X-8106,2017,9,3000,5642592
,69, ,0,2012,8107,0,069-0000-2012- -8107,2017,9,3000,108
,69, ,0,2013,8107,0,069-0000-2013- -8107,2017,9,3000,54
,69, ,0,2014,8107,0,069-0000-2014- -8107,2017,9,3000,438
,69, ,0,2015,8107,0,069-0000-2015- -8107,2017,9,3000,116
,69, ,0,2016,8107,0,069-0000-2016- -8107,2017,9,3000,30927
,69,X,0,0,8107,0,069-0000-0000-X-8107,2017,9,3000,5506
,69,X,0,0,8108,0,069-0000-0000-X-8108,2017,9,3000,5707
,69,X,0,0,592,0,069-0000-0000-X-0592,2017,9,3000,1060
,69,X,0,0,505,0,069-0000-0000-X-0505,2017,9,3000,858
,69,X,0,0,537,0,069-0000-0000-X-0537,2017,9,3000,5
,69,X,0,0,538,0,069-0000-0000-X-0538,2017,9,3000,45391
,69,X,0,0,540,0,069-0000-0000-X-0540,2017,9,3000,9
,69,X,0,0,551,0,069-0000-0000-X-0551,2017,9,3000,113
,69,X,0,0,557,0,069-0000-0000-X-0557,2017,9,3000,25
,69,X,0,0,583,0,069-0000-0000-X-0583,2017,9,3000,963
,69,X,0,0,598,0,069-0000-0000-X-0598,2017,9,3000,3866
,69,X,0,0,641,0,069-0000-0000-X-0641,2017,9,3000,1887
,69,X,0,0,644,0,069-0000-0000-X-0644,2017,9,3000,272
,69,X,0,0,511,0,069-0000-0000-X-0511,2017,9,3000,120
,69,X,0,0,500,0,069-0000-0000-X-0500,2017,9,3000,533496
,69,X,0,0,640,0,069-0000-0000-X-0640,2017,9,3000,10649
,69,X,0,0,4123,0,069-0000-0000-X-4123,2017,9,3000,11660736
,69,X,0,0,542,0,069-0000-0000-X-0542,2017,9,3000,1770
,69,X,0,0,4348,0,069-0000-0000-X-4348,2017,9,3000,94172
,69,X,0,0,8402,0,069-0000-0000-X-8402,2017,9,3000,4279
,69,X,0,0,8083,0,069-0000-0000-X-8083,2017,9,3000,63259733
,69,X,0,0,8072,0,069-0000-0000-X-8072,2017,9,3000,89
,69,X,0,0,8054,0,069-0000-0000-X-8054,2017,9,3000,25803
,69,X,0,0,8264,0,069-0000-0000-X-8264,2017,9,3000,1650
,69,X,0,0,8265,0,069-0000-0000-X-8265,2017,9,3000,1270
,69,X,0,0,8371,0,069-0000-0000-X-8371,2017,9,3000,0
,69,X,0,0,8502,0,069-0000-0000-X-8502,2017,9,3000,340
,69,X,0,0,8017,0,069-0000-0000-X-8017,2017,9,3000,10
,69,X,0,0,8058,0,069-0000-0000-X-8058,2017,9,3000,31796
,69,X,0,0,8382,0,069-0000-0000-X-8382,2017,9,3000,1892
,69,X,0,0,8055,0,069-0000-0000-X-8055,2017,9,3000,509
,69,X,0,0,8048,0,069-0000-0000-X-8048,2017,9,3000,13233
,69,X,0,0,8158,0,069-0000-0000-X-8158,2017,9,3000,429073
,69,X,0,0,8159,0,069-0000-0000-X-8159,2017,9,3000,93789
,69, ,0,2012,650,0,069-0000-2012- -0650,2017,9,3000,597
,69, ,0,2013,650,0,069-0000-2013- -0650,2017,9,3000,3184
,69, ,0,2014,650,0,069-0000-2014- -0650,2017,9,3000,2082
,69, ,0,2015,650,0,069-0000-2015- -0650,2017,9,3000,7152
,69, ,0,2016,650,0,069-0000-2016- -0650,2017,9,3000,49872
,69,X,0,0,8016,0,069-0000-0000-X-8016,2017,9,3000,139805
,69,X,0,0,8020,0,069-0000-0000-X-8020,2017,9,3000,897361
,69, ,0,2012,700,0,069-0000-2012- -0700,2017,9,3000,629
,69, ,0,2013,700,0,069-0000-2013- -0700,2017,9,3000,185
,69, ,0,2014,700,0,069-0000-2014- -0700,2017,9,3000,4252
,69, ,0,2015,700,0,069-0000-2015- -0700,2017,9,3000,13315
,69, ,0,2016,700,0,069-0000-2016- -0700,2017,9,3000,34161
,69,X,0,0,700,0,069-0000-0000-X-0700,2017,9,3000,9568
,69,X,0,0,702,0,069-0000-0000-X-0702,2017,9,3000,4967
,69,X,0,0,745,0,069-0000-0000-X-0745,2017,9,3000,41698
,69,X,0,0,723,0,069-0000-0000-X-0723,2017,9,3000,13836
,69,X,0,0,704,0,069-0000-0000-X-0704,2017,9,3000,15977
,69,X,0,0,125,0,069-0000-0000-X-0125,2017,9,3000,323230
,69,X,0,0,715,0,069-0000-0000-X-0715,2017,9,3000,21717
,69,X,0,0,719,0,069-0000-0000-X-0719,2017,9,3000,1466866
,69,X,0,0,722,0,069-0000-0000-X-0722,2017,9,3000,2528
,69,X,0,0,716,0,069-0000-0000-X-0716,2017,9,3000,10312
,69,X,0,0,701,0,069-0000-0000-X-0701,2017,9,3000,5749
,69,X,0,0,4420,0,069-0000-0000-X-4420,2017,9,3000,3423821
,69, ,0,2012,1120,0,069-0000-2012- -1120,2017,9,3000,190
,69, ,0,2014,1120,0,069-0000-2014- -1120,2017,9,3000,535
,69, ,0,2015,1120,0,069-0000-2015- -1120,2017,9,3000,922
,69, ,0,2016,1120,0,069-0000-2016- -1120,2017,9,3000,10469
,69,X,0,0,1120,0,069-0000-0000-X-1120,2017,9,3000,67
,69,X,0,0,1121,0,069-0000-0000-X-1121,2017,9,3000,180
,69,X,0,0,1125,0,069-0000-0000-X-1125,2017,9,3000,1505
,69,X,0,0,1128,0,069-0000-0000-X-1128,2017,9,3000,239874
,69,X,0,0,1124,0,069-0000-0000-X-1124,2017,9,3000,32
,69,X,0,0,1129,0,069-0000-0000-X-1129,2017,9,3000,93529
,69,X,0,0,1134,0,069-0000-0000-X-1134,2017,9,3000,2916437
,69,X,0,0,1136,0,069-0000-0000-X-1136,2017,9,3000,5
,69,X,0,0,1137,0,069-0000-0000-X-1137,2017,9,3000,101023
,69,X,0,0,1140,0,069-0000-0000-X-1140,2017,9,3000,3458828
,69,X,0,0,1142,0,069-0000-0000-X-1142,2017,9,3000,3594
,69,X,0,0,8191,0,069-0000-0000-X-8191,2017,9,3000,731
,69,X,0,0,8350,0,069-0000-0000-X-8350,2017,9,3000,16060584
,69,X,0,0,4089,0,069-0000-0000-X-4089,2017,9,3000,19820
,69,X,0,0,104,0,069-0000-0000-X-0104,2017,9,3000,48
,69, ,0,2012,1400,0,069-0000-2012- -1400,2017,9,3000,323
,69, ,0,2013,1400,0,069-0000-2013- -1400,2017,9,3000,79
,69, ,0,2014,1400,0,069-0000-2014- -1400,2017,9,3000,126
,69, ,0,2015,1400,0,069-0000-2015- -1400,2017,9,3000,921
,69, ,0,2016,1400,0,069-0000-2016- -1400,2017,9,3000,6104
,69, ,0,2012,1401,0,069-0000-2012- -1401,2017,9,3000,602
,69, ,0,2013,1401,0,069-0000-2013- -1401,2017,9,3000,216
,69, ,0,2014,1401,0,069-0000-2014- -1401,2017,9,3000,341
,69, ,0,2015,1401,0,069-0000-2015- -1401,2017,9,3000,883
,69, ,0,2016,1401,0,069-0000-2016- -1401,2017,9,3000,11944
,69,X,0,0,1401,0,069-0000-0000-X-1401,2017,9,3000,71
,69, ,0,2012,5172,0,069-0000-2012- -5172,2017,9,3000,284
,69, ,0,2013,5172,0,069-0000-2013- -5172,2017,9,3000,302
,69, ,0,2014,5172,0,069-0000-2014- -5172,2017,9,3000,684
,69, ,0,2015,5172,0,069-0000-2015- -5172,2017,9,3000,3867
,69, ,0,2016,5172,0,069-0000-2016- -5172,2017,9,3000,13087
,69,X,0,0,5172,0,069-0000-0000-X-5172,2017,9,3000,0
,69,X,0,0,5282,0,069-0000-0000-X-5282,2017,9,3000,44618
,69,X,0,0,8121,0,069-0000-0000-X-8121,2017,9,3000,0
,69, ,0,2012,130,0,069-0000-2012- -0130,2017,9,3000,100
,69, ,0,2013,130,0,069-0000-2013- -0130,2017,9,3000,476
,69, ,0,2014,130,0,069-0000-2014- -0130,2017,9,3000,673
,69, ,0,2015,130,0,069-0000-2015- -0130,2017,9,3000,958
,69, ,0,2016,130,0,069-0000-2016- -0130,2017,9,3000,8048
,69,X,0,0,130,0,069-0000-0000-X-0130,2017,9,3000,63
,69, ,0,2012,301,0,069-0000-2012- -0301,2017,9,3000,35
,69, ,0,2013,301,0,069-0000-2013- -0301,2017,9,3000,45
,69, ,0,2014,301,0,069-0000-2014- -0301,2017,9,3000,232
,69, ,0,2015,301,0,069-0000-2015- -0301,2017,9,3000,474
,69, ,0,2012,1750,0,069-0000-2012- -1750,2017,9,3000,2732
,69, ,0,2013,1750,0,069-0000-2013- -1750,2017,9,3000,2301
,69, ,0,2014,1750,0,069-0000-2014- -1750,2017,9,3000,3169
,69, ,0,2015,1750,0,069-0000-2015- -1750,2017,9,3000,6511
,69, ,0,2016,1750,0,069-0000-2016- -1750,2017,9,3000,17289
,69,X,0,0,1750,0,069-0000-0000-X-1750,2017,9,3000,29596
,69,X,0,0,1770,0,069-0000-0000-X-1770,2017,9,3000,5325
,69,X,0,0,1768,0,069-0000-0000-X-1768,2017,9,3000,2505
,69,X,0,0,1711,0,069-0000-0000-X-1711,2017,9,3000,23564
,69, ,0,2013,1710,0,069-0000-2013- -1710,2017,9,3000,31
,69, ,0,2014,1710,0,069-0000-2014- -1710,2017,9,3000,5
,69, ,0,2015,1710,0,069-0000-2015- -1710,2017,9,3000,2007
,69, ,0,2016,1710,0,069-0000-2016- -1710,2017,9,3000,8065
,69,X,0,0,1710,0,069-0000-0000-X-1710,2017,9,3000,107113
,69,X,0,0,4303,0,069-0000-0000-X-4303,2017,9,3000,3248
,69,X,0,0,4302,0,069-0000-0000-X-4302,2017,9,3000,100
,69,X,0,0,5560,0,069-0000-0000-X-5560,2017,9,3000,757
,69,X,0,0,1752,0,069-0000-0000-X-1752,2017,9,3000,30
,69,X,0,0,4304,0,069-0000-0000-X-4304,2017,9,3000,-459
,69,X,0,0,8503,0,069-0000-0000-X-8503,2017,9,3000,565
,69,X,0,0,8547,0,069-0000-0000-X-8547,2017,9,3000,1447
,69,X,0,0,745,0,069-0000-0000-X-0745,2017,9,3001,723
,69, ,0,2017,1730,0,069-0000-2017- -1730,2017,9,3010,4204
,69,X,0,0,1730,0,069-0000-0000-X-1730,2017,9,3010,9037
,69, ,0,2017,102,0,069-0000-2017- -0102,2017,9,3010,77441
,69,X,0,0,102,0,069-0000-0000-X-0102,2017,9,3010,918
,69, ,0,2017,170,0,069-0000-2017- -0170,2017,9,3010,0
,69,X,0,0,170,0,069-0000-0000-X-0170,2017,9,3010,250
,69,X,0,0,4522,0,069-0000-0000-X-4522,2017,9,3010,276683
,69,X,0,0,116,0,069-0000-0000-X-0116,2017,9,3010,0
,69, ,0,2017,118,0,069-0000-2017- -0118,2017,9,3010,5964
,69,X,0,0,119,0,069-0000-0000-X-0119,2017,9,3010,508
,69,X,0,0,147,0,069-0000-0000-X-0147,2017,9,3010,62
,69,X,0,0,142,0,069-0000-0000-X-0142,2017,9,3010,4637
,69,X,0,0,5423,0,069-0000-0000-X-5423,2017,9,3010,110599
,69,X,0,0,4520,0,069-0000-0000-X-4520,2017,9,3010,268984
,69, ,0,2017,155,0,069-0000-2017- -0155,2017,9,3010,145
,69,X,0,0,4082,0,069-0000-0000-X-4082,2017,9,3010,0
,69,X,0,0,8304,0,069-0000-0000-X-8304,2017,9,3010,111894
,69, ,0,2017,1301,0,069-0000-2017- -1301,2017,9,3010,0
,69,X,0,0,1301,0,069-0000-0000-X-1301,2017,9,3010,20550
,69,X,0,0,1303,0,069-0000-0000-X-1303,2017,9,3010,0
,69,X,0,0,5422,0,069-0000-0000-X-5422,2017,9,3010,607
,69,X,0,0,4120,0,069-0000-0000-X-4120,2017,9,3010,514
,69,X,0,0,4562,0,069-0000-0000-X-4562,2017,9,3010,378352
,69,X,0,0,8103,0,069-0000-0000-X-8103,2017,9,3010,14
,69,X,0,0,8106,0,069-0000-0000-X-8106,2017,9,3010,332317
,69, ,0,2017,8107,0,069-0000-2017- -8107,2017,9,3010,353327
,69,X,0,0,8107,0,069-0000-0000-X-8107,2017,9,3010,23593
,69,X,0,0,8108,0,069-0000-0000-X-8108,2017,9,3010,217
,69, ,0,2017,8104,0,069-0000-2017- -8104,2017,9,3010,0
,69,X,0,0,538,0,069-0000-0000-X-0538,2017,9,3010,11969
,69,X,0,0,592,0,069-0000-0000-X-0592,2017,9,3010,0
,69,X,0,0,505,0,069-0000-0000-X-0505,2017,9,3010,11
,69,X,0,0,532,0,069-0000-0000-X-0532,2017,9,3010,216
,69,X,0,0,537,0,069-0000-0000-X-0537,2017,9,3010,0
,69,X,0,0,540,0,069-0000-0000-X-0540,2017,9,3010,0
,69,X,0,0,551,0,069-0000-0000-X-0551,2017,9,3010,0
,69,X,0,0,557,0,069-0000-0000-X-0557,2017,9,3010,0
,69,X,0,0,566,0,069-0000-0000-X-0566,2017,9,3010,0
,69,X,0,0,574,0,069-0000-0000-X-0574,2017,9,3010,0
,69,X,0,0,583,0,069-0000-0000-X-0583,2017,9,3010,13
,69,X,0,0,593,0,069-0000-0000-X-0593,2017,9,3010,0
,69,X,0,0,598,0,069-0000-0000-X-0598,2017,9,3010,0
,69,X,0,0,641,0,069-0000-0000-X-0641,2017,9,3010,942
,69,X,0,0,644,0,069-0000-0000-X-0644,2017,9,3010,0
,69,X,0,0,511,0,069-0000-0000-X-0511,2017,9,3010,0
,69,X,0,0,500,0,069-0000-0000-X-0500,2017,9,3010,577737
,69,X,0,0,550,0,069-0000-0000-X-0550,2017,9,3010,318
,69,X,0,0,640,0,069-0000-0000-X-0640,2017,9,3010,1
,69,X,0,0,4123,0,069-0000-0000-X-4123,2017,9,3010,2837340
,69,X,0,0,542,0,069-0000-0000-X-0542,2017,9,3010,0
,69,X,0,0,4348,0,069-0000-0000-X-4348,2017,9,3010,0
,69,X,0,0,4347,0,069-0000-0000-X-4347,2017,9,3010,0
,69,X,0,0,8402,0,069-0000-0000-X-8402,2017,9,3010,0
,69,X,0,0,8102,0,069-0000-0000-X-8102,2017,9,3010,1769
,69,X,0,0,8083,0,069-0000-0000-X-8083,2017,9,3010,26662207
,69,X,0,0,8072,0,069-0000-0000-X-8072,2017,9,3010,0
,69,X,0,0,8054,0,069-0000-0000-X-8054,2017,9,3010,20967
,69,X,0,0,8264,0,069-0000-0000-X-8264,2017,9,3010,178
,69,X,0,0,8265,0,069-0000-0000-X-8265,2017,9,3010,44
,69,X,0,0,8371,0,069-0000-0000-X-8371,2017,9,3010,0
,69,X,0,0,8502,0,069-0000-0000-X-8502,2017,9,3010,0
,69,X,0,0,8017,0,069-0000-0000-X-8017,2017,9,3010,0
,69,X,0,0,8058,0,069-0000-0000-X-8058,2017,9,3010,4511
,69,X,0,0,8082,0,069-0000-0000-X-8082,2017,9,3010,0
,69,X,0,0,8363,0,069-0000-0000-X-8363,2017,9,3010,0
,69,X,0,0,8374,0,069-0000-0000-X-8374,2017,9,3010,0
,69,X,0,0,8381,0,069-0000-0000-X-8381,2017,9,3010,0
,69,X,0,0,8382,0,069-0000-0000-X-8382,2017,9,3010,0
,69,X,0,0,8055,0,069-0000-0000-X-8055,2017,9,3010,0
,69,X,0,0,8048,0,069-0000-0000-X-8048,2017,9,3010,0
,69,X,0,0,8158,0,069-0000-0000-X-8158,2017,9,3010,213629
,69,X,0,0,8159,0,069-0000-0000-X-8159,2017,9,3010,179134
,69, ,0,2017,650,0,069-0000-2017- -0650,2017,9,3010,61628
,69,X,0,0,8016,0,069-0000-0000-X-8016,2017,9,3010,73152
,69,X,0,0,8020,0,069-0000-0000-X-8020,2017,9,3010,376211
,69, ,0,2017,700,0,069-0000-2017- -0700,2017,9,3010,127476
